KEY,FREQ,CURRENCY,CURRENCY_DENOM,EXR_TYPE,EXR_SUFFIX,TIME_PERIOD,OBS_VALUE
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-03,7.8624
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-04,8.0201
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-05,8.0629
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-06,8.0843
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-07,8.003
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-10,7.9471
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-11,7.9784
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-12,8.0128
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-13,7.9976
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-14,7.9547
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-17,7.8637
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-18,7.8494
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-19,7.8633
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-20,7.8493
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-21,7.8552
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-24,7.8113
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-25,7.7894
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-26,7.798
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-27,7.7513
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-28,7.6607
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-01-31,7.6206
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-01,7.5531
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-02,7.5634
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-03,7.584
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-04,7.6623
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-07,7.606
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-08,7.7062
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-09,7.7171
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-10,7.6782
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-11,7.6271
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-14,7.6736
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-15,7.6077
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-16,7.6265
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-17,7.7237
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-18,7.6772
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-21,7.6758
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-22,7.7996
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-23,7.821
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-24,7.7145
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-25,7.6394
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-28,7.4942
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-02-29,7.559
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-01,7.5211
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-02,7.5697
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-03,7.517
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-06,7.5089
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-07,7.4673
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-08,7.4258
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-09,7.4843
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-10,7.4788
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-13,7.5557
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-14,7.487
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-15,7.5088
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-16,7.5372
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-17,7.528
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-20,7.562
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-21,7.5536
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-22,7.4738
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-23,7.4892
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-24,7.5651
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-27,7.5626
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-28,7.5112
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-29,7.4507
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-30,7.4356
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-03-31,7.4357
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-03,7.4337
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-04,7.4318
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-05,7.5251
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-06,7.4887
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-07,7.4544
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-10,7.4606
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-11,7.4738
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-12,7.4543
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-13,7.4316
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-14,7.4317
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-17,7.4673
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-18,7.3974
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-19,7.3823
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-20,7.3072
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-21,
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-24,
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-25,7.2451
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-26,7.1613
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-27,7.1413
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-04-28,7.0676
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-01,
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-02,7.0968
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-03,6.9519
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-04,6.9688
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-05,6.9939
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-08,6.963
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-09,6.9785
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-10,7.0843
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-11,7.0861
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-12,7.0468
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-15,7.1276
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-16,7.0696
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-17,6.9527
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-18,6.9658
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-19,6.909
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-22,7.0069
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-23,7.0961
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-24,7.0964
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-25,7.0177
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-26,7.1145
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-29,7.2214
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-30,7.2988
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-05-31,7.2422
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-01,7.2728
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-02,7.2912
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-05,7.3491
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-06,7.3836
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-07,7.4536
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-08,7.543
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-09,7.4145
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-12,7.4232
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-13,7.4652
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-14,7.5115
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-15,7.4227
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-16,7.4567
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-19,7.5147
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-20,7.436
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-21,7.3808
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-22,7.3325
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-23,7.3334
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-26,7.2701
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-27,7.3283
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-28,7.3381
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-29,7.4113
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-06-30,7.4456
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-03,7.4033
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-04,7.4004
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-05,7.4417
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-06,7.4553
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-07,7.3983
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-10,7.4222
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-11,7.4256
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-12,7.4095
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-13,7.2903
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-14,7.2936
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-17,7.3058
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-18,7.2953
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-19,7.1799
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-20,7.1777
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-21,7.2933
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-24,7.2722
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-25,7.3368
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-26,7.3265
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-27,7.3215
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-28,7.2344
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-07-31,7.2155
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-01,7.2251
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-02,7.1301
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-03,7.0503
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-04,7.0459
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-07,7.0844
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-08,7.0536
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-09,6.9985
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-10,7.0489
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-11,7.1206
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-14,7.0297
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-15,7.1176
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-16,7.0819
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-17,7.117
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-18,7.1203
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-21,7.0405
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-22,6.9978
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-23,6.9553
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-24,7.027
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-25,7.0371
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-28,7.0261
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-29,6.9954
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-30,6.9594
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-08-31,6.949
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-01,6.9435
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-04,7.0211
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-05,6.9278
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-06,6.8799
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-07,6.7641
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-08,6.8118
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-11,6.702
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-12,6.7162
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-13,6.7454
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-14,6.7934
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-15,6.7229
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-18,6.6486
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-19,6.6632
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-20,6.6008
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-21,6.6355
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-22,6.9247
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-25,6.8424
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-26,6.8269
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-27,6.9102
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-28,6.8832
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-09-29,6.8302
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-02,6.8626
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-03,6.8313
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-04,6.8041
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-05,6.8494
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-06,6.7845
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-09,6.78
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-10,6.8002
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-11,6.8
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-12,6.7427
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-13,6.7267
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-16,6.6364
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-17,6.6251
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-18,6.6477
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-19,6.5584
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-20,6.5904
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-23,6.5331
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-24,6.5404
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-25,6.4786
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-26,6.4361
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-27,6.4926
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-30,6.6156
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-10-31,6.5646
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-01,6.6699
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-02,6.7401
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-03,6.8064
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-06,6.7585
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-07,6.6966
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-08,6.6747
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-09,6.6529
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-10,6.7641
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-13,6.7226
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-14,6.6939
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-15,6.7044
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-16,6.6832
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-17,6.6569
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-20,6.6205
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-21,6.6094
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-22,6.5744
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-23,6.5728
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-24,6.5799
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-27,6.5565
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-28,6.6774
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-29,6.7468
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-11-30,6.7733
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-01,6.8132
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-04,6.948
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-05,6.8715
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-06,6.8842
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-07,6.9733
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-08,6.9352
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-11,6.8639
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-12,6.8475
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-13,6.8233
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-14,6.8943
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-15,7.0074
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-18,6.9933
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-19,6.9441
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-20,7.0658
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-21,7.1334
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-22,7.2067
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-25,
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-26,
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-27,7.261
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-28,7.2414
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2000-12-29,7.2578
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-01,
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-02,7.3497
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-03,7.4333
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-04,7.377
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-05,7.4446
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-08,7.4075
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-09,7.3326
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-10,7.3412
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-11,7.4277
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-12,7.4448
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-15,7.3535
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-16,7.3411
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-17,7.3286
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-18,7.3345
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-19,7.3315
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-22,7.2456
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-23,7.3372
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-24,7.2489
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-25,7.1335
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-26,7.1974
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-29,7.1702
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-30,7.1731
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-01-31,7.2477
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-01,7.3356
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-02,7.3362
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-05,7.3506
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-06,7.2709
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-07,7.2734
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-08,7.1914
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-09,7.1964
EXR.D.HKD.EUR.SP00.A,D,HKD,EUR,SP00,A,2001-02-12,7.2442
