month,housing_observation_kind,moscow_secondary_rub_m2,spb_secondary_rub_m2,moscow_primary_rub_m2,spb_primary_rub_m2,new_york_housing_index,london_housing_gbp,paris_secondary_eur_m2,vienna_housing_index,hong_kong_housing_index,usd_rub,eur_rub,gbp_rub,jpy_rub,hkd_rub,sp500_close,imoex_close,nasdaq100_close,russell2000_close,dowjones_close,rtsi_close,dax_price_close,nikkei225_close,gold_usd_oz
2018-06,reported,170645.34,90136.05,170322.33,106750.16,278.15,514000.0,9310.0,229.4,391.1,62.7565,72.9921,82.3491,0.566983,7.98007,2718.370117,2295.95,7040.799805,1643.069946,24271.410156,1154.16,5668.600098,22304.509766,1250.45
2018-07,interpolated,171018.45,90769.96,171123.39,107111.05,278.97,519000.0,9373.33,231.633333,394.8,62.7805,73.2021,82.3617,0.565081,7.946903,2816.290039,2321.11,7231.97998,1670.800049,25415.189453,1173.06,5898.689941,22553.720703,1220.95
2018-08,interpolated,171391.56,91403.86,171924.44,107471.94,279.79,513000.0,9436.67,233.866667,394.6,68.0821,79.6765,88.4523,0.610027,8.712289,2901.52002,2345.85,7654.549805,1740.75,25964.820312,1092.29,5695.339844,22865.150391,1202.45
2018-09,reported,171764.67,92037.77,172725.5,107832.83,280.61,510000.0,9500.0,236.1,389.4,65.5906,76.2294,85.7925,0.578273,8.415792,2913.97998,2475.36,7627.649902,1696.569946,26458.310547,1192.04,5641.290039,24120.039062,1187.25
2018-10,interpolated,171569.08,92754.64,172637.11,108337.27,280.39,514000.0,9523.33,235.666667,378.7,65.7742,74.7918,84.0265,0.58282,8.423733,2711.73999,2352.71,6967.100098,1511.410034,25115.759766,1126.21,5273.140137,21920.460938,1214.95
2018-11,interpolated,171373.5,93471.52,172548.71,108841.7,280.17,508000.0,9546.67,235.233333,366.8,66.6342,75.8897,85.425,0.588252,8.541232,2760.169922,2392.5,6949.009766,1533.27002,25538.460938,1126.14,5185.5,22351.060547,1217.55
2018-12,reported,171177.91,94188.39,172460.32,109346.14,279.95,507000.0,9570.0,234.8,359.4,69.4706,79.4605,88.2832,0.629976,8.860942,2506.850098,2369.33,6329.970215,1348.560059,23327.460938,1068.72,4862.740234,20014.769531,1279.0
2019-01,interpolated,173404.98,97082.56,176934.39,110486.6,279.916667,503000.0,9610.0,236.633333,361.0,66.0987,75.5706,86.5232,0.604663,8.383971,2704.100098,2521.1,6906.839844,1499.420044,24999.669922,1214.45,5128.609863,20773.490234,1323.25
2019-02,interpolated,175632.05,99976.74,181408.45,111627.06,279.883333,499000.0,9650.0,238.466667,367.0,65.757,74.8249,87.3582,0.595544,8.349782,2784.48999,2485.27,7097.529785,1575.550049,25916.0,1188.28,5284.27002,21385.160156,1319.15
2019-03,reported,177859.12,102870.91,185882.52,112767.52,279.85,497000.0,9690.0,240.3,378.7,64.7347,72.723,84.2522,0.584301,8.245706,2834.399902,2497.1,7378.77002,1539.73999,25928.679688,1198.11,5274.0,21205.810547,1295.4
2019-04,interpolated,177249.56,103013.11,188950.87,113088.6,280.73,503000.0,9760.0,242.0,392.3,64.6917,72.2024,83.7305,0.578923,8.204166,2945.830078,2559.32,7781.459961,1591.209961,26592.910156,1248.39,5626.339844,22258.730469,1282.3
2019-05,interpolated,176640.01,103155.31,192019.22,113409.68,281.61,496000.0,9830.0,243.7,396.9,65.0583,72.4229,82.2142,0.592921,8.280972,2752.060059,2665.33,7127.959961,1465.48999,24815.039062,1287.09,5235.060059,20601.189453,1295.55
2019-06,reported,176030.45,103297.51,195087.57,113730.76,282.49,504000.0,9900.0,245.4,393.7,63.0756,71.8179,79.9105,0.585878,8.081595,2941.76001,2765.85,7671.080078,1566.569946,26599.960938,1380.52,5535.259766,21275.919922,1409.0
2019-07,interpolated,180351.07,103895.45,196135.36,114382.68,284.466667,512000.0,9963.33,244.4,393.5,63.3791,70.598,77.0626,0.583709,8.087846,2980.379883,2739.5,7848.779785,1574.609985,26864.269531,1360.04,5441.609863,21521.529297,1427.55
2019-08,interpolated,184671.68,104493.39,197183.14,115034.61,286.443333,506000.0,10026.67,243.4,388.2,66.4897,73.3847,80.9446,0.624874,8.478977,2926.459961,2740.04,7691.0,1494.839966,26403.279297,1293.32,5327.669922,20704.369141,1528.4
2019-09,reported,188992.3,105091.33,198230.93,115686.53,288.42,511000.0,10090.0,242.4,381.4,64.4156,70.3161,79.1925,0.597077,8.236822,2976.73999,2747.18,7749.450195,1523.369995,26916.830078,1333.91,5545.790039,21755.839844,1485.3
2019-10,interpolated,185325.21,105354.57,199883.95,117324.34,288.37,506000.0,10133.33,243.233333,378.2,63.8734,71.0081,82.237,0.586829,8.124404,3037.560059,2893.98,8083.830078,1562.449951,27046.230469,1422.92,5741.560059,22927.039062,1510.95
2019-11,interpolated,181658.12,105617.81,201536.97,118962.15,288.32,502000.0,10176.67,244.066667,385.3,64.0817,70.5475,82.7167,0.585034,8.207588,3140.97998,2935.37,8403.679688,1624.5,28051.410156,1438.45,5906.47998,23293.910156,1460.15
2019-12,reported,177991.03,105881.05,203189.99,120599.96,288.27,513000.0,10220.0,244.9,379.2,61.9057,69.3406,81.146,0.567032,7.927086,3230.780029,3045.87,8733.070312,1668.469971,28538.439453,1548.92,5909.660156,23656.619141,1514.75
2020-01,interpolated,175834.71,109672.8,206886.2,119971.29,289.87,510000.0,10300.0,246.433333,379.7,63.0359,69.4151,81.8332,0.579028,8.086285,3225.52002,3076.65,8991.509766,1614.060059,28256.029297,1517.07,5790.540039,23205.179688,1584.2
2020-02,interpolated,173678.4,113464.54,210582.42,119342.61,291.47,508000.0,10380.0,247.966667,373.4,66.9909,73.7235,86.2307,0.615414,8.617592,2954.219971,2785.08,8461.830078,1476.430054,25409.359375,1299.69,5287.759766,21142.960938,1609.85
2020-03,reported,171522.08,117256.29,214278.63,118713.94,293.07,517000.0,10460.0,249.5,378.4,77.7325,85.7389,94.5771,0.714027,10.09346,2584.590088,2508.81,7813.5,1153.099976,21917.160156,1014.44,4416.970215,18917.009766,1608.95
2020-04,interpolated,174425.72,118178.94,214589.25,120222.24,292.31,510000.0,10530.0,251.533333,377.5,73.6894,80.0488,91.7359,0.692147,9.495706,2912.429932,2650.56,9000.509766,1310.660034,24345.720703,1125.03,4804.600098,20193.689453,1702.75
2020-05,interpolated,177329.36,119101.58,214899.86,121730.55,291.55,507000.0,10600.0,253.566667,386.1,70.752,78.5489,87.0603,0.659539,9.096888,3044.310059,2734.83,9555.530273,1394.040039,25383.109375,1219.76,5079.390137,21877.890625,1728.7
2020-06,reported,180233.0,120024.23,215210.48,123238.85,290.79,514000.0,10670.0,255.6,386.7,69.9513,78.6812,86.3619,0.652683,9.065908,3100.290039,2743.2,10156.849609,1441.369995,25812.880859,1212.63,5357.169922,22288.140625,1768.1
2020-07,interpolated,186371.15,121570.7,219062.83,124856.28,294.55,518000.0,10710.0,258.766667,385.4,73.3633,86.2532,95.2329,0.698067,9.393215,3271.120117,2911.57,10905.879883,1480.430054,26428.320312,1234.44,5346.620117,21710.0,1964.9
2020-08,interpolated,192509.31,123117.16,222915.19,126473.7,298.31,524000.0,10750.0,261.933333,382.0,74.6382,88.7448,99.0971,0.7043,9.5903,3500.310059,2966.2,12110.700195,1561.880005,28430.050781,1258.6,5610.720215,23139.759766,1957.35
2020-09,reported,198647.46,124663.63,226767.54,128091.13,302.07,528000.0,10790.0,265.1,383.1,79.6845,93.0237,102.6097,0.754267,10.251449,3363.0,2905.81,11418.05957,1507.689941,27781.699219,1178.51,5528.169922,23185.119141,1886.9
2020-10,interpolated,204303.31,127367.42,228281.36,129821.09,306.476667,521000.0,10786.67,266.066667,381.3,79.3323,92.6284,102.5449,0.760361,10.211937,3269.959961,2690.59,11052.950195,1538.47998,26501.599609,1066.6,5001.720215,22977.130859,1881.85
2020-11,interpolated,209959.15,130071.21,229795.18,131551.04,310.883333,529000.0,10783.33,267.033333,380.6,75.8599,90.4629,101.3792,0.729177,9.741649,3621.629883,3107.58,12268.320312,1819.819946,29638.640625,1281.97,5752.600098,26433.619141,1762.55
2020-12,reported,215615.0,132775.0,231309.0,133281.0,315.29,529000.0,10780.0,268.0,379.9,73.8757,90.6824,100.0425,0.714915,9.531269,3756.070068,3289.02,12888.280273,1974.859985,30606.480469,1387.46,5935.220215,27444.169922,1887.6
2021-01,interpolated,213730.1,136249.78,238150.36,139706.36,318.186667,529000.0,10736.67,270.933333,381.9,76.2527,92.2963,104.2832,0.728784,9.809051,3714.23999,3277.08,12925.379883,2073.639893,29982.619141,1367.64,5811.52002,27663.390625,1863.8
2021-02,interpolated,211845.2,139724.56,244991.71,146131.71,321.083333,525000.0,10693.33,273.866667,384.9,74.4373,90.3743,103.8251,0.70204,9.613265,3811.149902,3346.64,12909.44043,2201.050049,30932.369141,1411.93,5948.939941,28966.009766,1742.85
2021-03,reported,209960.3,143199.34,251833.07,152557.07,323.98,534000.0,10650.0,276.8,389.6,75.7023,88.8821,104.1588,0.686362,9.750869,3972.889893,3541.72,13091.44043,2220.52002,32981.550781,1477.11,6473.459961,29178.800781,1691.05
2021-04,interpolated,217346.37,146176.2,260349.93,157112.26,327.006667,523000.0,10656.67,278.866667,391.0,74.3823,90.1513,103.7782,0.682939,9.609374,4181.169922,3544.0,13860.759766,2266.449951,33874.851562,1485.03,6465.5,28812.630859,1767.65
2021-05,interpolated,224732.43,149153.07,268866.78,161667.46,330.033333,523000.0,10663.33,280.933333,393.9,73.587,89.6731,104.4567,0.669917,9.470176,4204.109863,3721.63,13686.509766,2268.969971,34529.449219,1597.54,6528.319824,28860.080078,1899.95
2021-06,reported,232118.5,152129.93,277383.64,166222.65,333.06,538000.0,10670.0,283.0,394.0,72.3723,86.2026,100.1994,0.653534,9.340102,4297.5,3841.85,14554.799805,2310.550049,34502.511719,1653.78,6569.549805,28791.529297,1763.15
2021-07,interpolated,235573.35,153147.78,281298.09,167729.08,335.546667,530000.0,10706.67,286.066667,398.0,73.1388,86.9913,102.2042,0.667873,9.409449,4395.259766,3771.58,14959.900391,2226.25,34935.46875,1625.76,6570.290039,27283.589844,1825.75
2021-08,interpolated,239028.21,154165.63,285212.54,169235.51,338.033333,546000.0,10743.33,289.133333,397.5,73.5744,86.8104,101.3119,0.669924,9.427101,4522.680176,3918.96,15582.509766,2273.77002,35360.730469,1684.16,6693.350098,28089.539062,1814.85
2021-09,reported,242483.06,155183.48,289126.99,170741.94,340.52,542000.0,10780.0,292.2,398.1,72.7608,84.8755,98.3726,0.654177,9.41137,4307.540039,4103.52,14689.620117,2204.370117,33843.921875,1777.74,6448.350098,29452.660156,1742.8
2021-10,interpolated,245326.61,159192.59,292428.21,175383.69,341.923333,540000.0,10720.0,294.266667,396.0,70.52,82.2898,97.2118,0.620283,9.08647,4605.379883,4150.0,15850.469727,2297.189941,35819.558594,1843.83,6629.22998,28892.689453,1769.15
2021-11,interpolated,248170.15,163201.69,295729.42,180025.44,343.326667,548000.0,10660.0,296.333333,393.6,74.9818,84.482,99.9432,0.661594,9.535107,4567.0,3890.59,16135.919922,2198.909912,34483.71875,1645.81,6380.5,27821.759766,1804.4
2021-12,reported,251013.7,167210.8,299030.64,184667.19,344.73,548000.0,10600.0,298.4,393.9,74.2926,84.0695,100.0573,0.645097,9.517338,4766.180176,3787.26,16320.080078,2245.310059,36338.300781,1595.76,6709.660156,28791.710938,1805.85
2022-01,interpolated,261409.7,166955.35,312836.17,192478.87,350.176667,551000.0,10573.33,302.133333,390.8,77.8174,86.6419,104.0808,0.673423,9.959526,4515.549805,3530.38,14930.049805,2028.449951,35131.859375,1435.23,6534.930176,27001.980469,1795.25
2022-02,interpolated,271805.69,166699.89,326641.71,200290.56,355.623333,551000.0,10546.67,305.866667,383.6,83.5485,93.5994,111.8213,0.724776,10.695363,4373.939941,2470.48,14237.80957,2048.090088,33892.601562,936.94,6092.259766,26526.820312,1909.85
2022-03,reported,282201.69,166444.44,340447.24,208102.24,361.07,550000.0,10520.0,309.6,381.4,84.0851,93.696,110.6224,0.688799,10.779815,4530.410156,2703.51,14838.490234,2070.129883,34678.351562,1021.28,6069.189941,27821.429688,1942.15
2022-04,interpolated,284236.96,164535.7,346347.24,211932.73,365.646667,555000.0,10543.33,313.033333,385.0,71.0237,74.5589,88.3464,0.546757,9.015259,4131.930176,2445.17,12854.799805,1864.099976,32977.210938,1081.52,5904.569824,26847.900391,1911.3
2022-05,interpolated,286272.23,162626.95,352247.25,215763.23,370.223333,554000.0,10566.67,316.466667,385.5,63.0975,64.717,79.5975,0.496752,7.698631,4132.149902,2355.75,12642.099609,1864.040039,32990.121094,1208.12,5892.799805,27279.800781,1838.7
2022-06,reported,288307.5,160718.21,358147.25,219593.72,374.8,572000.0,10590.0,319.9,381.8,51.158,53.858,62.4179,0.375858,6.608911,3785.379883,2204.85,11503.719727,1707.98999,30775.429688,1345.01,5230.209961,26393.039062,1817.0
2022-07,interpolated,290264.04,161377.52,361144.43,225015.42,373.343333,575000.0,10610.0,320.066667,376.5,61.3101,62.5695,74.2711,0.460978,7.815912,4130.290039,2213.81,12947.969727,1885.22998,32845.128906,1129.24,5516.709961,27801.640625,1753.4
2022-08,interpolated,292220.57,162036.84,364141.61,230437.13,371.886667,581000.0,10630.0,320.233333,368.2,60.3677,60.5752,71.1856,0.435868,7.717766,3955.0,2400.08,12272.030273,1844.119995,31510.429688,1258.45,5251.149902,28091.529297,1715.9
2022-09,reported,294177.11,162696.15,367138.79,235858.83,370.43,579000.0,10650.0,320.4,360.3,57.413,55.4064,61.6903,0.397735,7.240679,3585.620117,1957.31,10971.219727,1664.719971,28725.509766,1055.72,4954.169922,25937.210938,1671.75
2022-10,interpolated,295269.49,161303.03,369645.1,234320.76,369.323333,574000.0,10596.67,317.8,350.2,61.5343,61.1328,71.2629,0.419743,7.855465,3871.97998,2166.61,11405.570312,1846.859985,32732.949219,1111.68,5420.120117,27587.460938,1639.0
2022-11,interpolated,296361.86,159909.9,372151.42,232782.7,368.216667,575000.0,10543.33,315.2,338.2,61.0742,63.3882,73.5333,0.439857,7.831118,4080.110107,2174.53,12030.05957,1886.579956,34589.769531,1125.14,5887.669922,27968.990234,1753.5
2022-12,reported,297454.24,158516.78,374657.73,231244.63,367.11,572000.0,10490.0,312.6,334.7,70.3375,75.6553,84.7919,0.530609,9.097231,3839.5,2154.12,10939.759766,1761.25,33147.25,970.6,5692.029785,26094.5,1813.75
2023-01,interpolated,299808.1,163871.25,347368.43,224987.86,368.236667,571000.0,10430.0,312.433333,338.3,69.5927,75.7799,86.0027,0.535082,8.925994,4076.600098,2225.6,12101.929688,1931.939941,34086.039062,1001.23,6184.5,27327.109375,1923.9
2023-02,interpolated,302161.97,169225.73,320079.12,218731.09,369.363333,564000.0,10370.0,312.266667,346.8,75.4323,79.623,90.0737,0.554038,9.552735,3970.149902,2253.16,12042.120117,1896.98999,32656.699219,946.23,6262.799805,27445.560547,1824.6
2023-03,reported,304515.83,174580.2,292789.82,212474.32,370.49,555000.0,10310.0,312.1,352.3,77.0863,83.7639,94.9009,0.581696,9.812211,4109.310059,2450.67,13181.349609,1802.47998,33274.148438,996.76,6370.060059,28041.480469,1979.7
2023-04,interpolated,306059.1,172650.66,296137.89,211557.81,374.263333,557000.0,10250.0,311.433333,354.2,80.5093,88.3712,100.5883,0.600592,10.251998,4169.47998,2634.94,13245.990234,1768.98999,34098.160156,1033.57,6451.310059,28856.439453,1982.55
2023-05,interpolated,307602.36,170721.13,299485.95,210641.29,378.036667,555000.0,10190.0,310.766667,350.4,80.6872,86.5119,99.5035,0.575433,10.336444,4179.830078,2717.64,14254.089844,1749.650024,32908.269531,1055.41,6207.700195,30887.880859,1964.4
2023-06,reported,309145.63,168791.59,302834.02,209724.78,381.81,556000.0,10130.0,310.1,347.3,87.0341,95.1052,109.7848,0.603356,11.168219,4450.379883,2797.37,15179.209961,1888.72998,34407.601562,982.94,6391.97998,33189.039062,1912.25
2023-07,interpolated,312202.82,170773.92,310173.27,210940.64,383.893333,560000.0,10113.33,309.266667,344.0,90.9783,99.9586,116.898,0.652502,11.62769,4588.959961,3073.5,15757.0,2003.180054,35559.53125,1057.43,6508.100098,33172.21875,1970.65
2023-08,interpolated,315260.02,172756.24,317512.51,212156.49,385.976667,561000.0,10096.67,308.433333,337.0,95.9283,104.4496,120.7641,0.656998,12.252152,4507.660156,3227.99,15501.070312,1899.680054,34721.910156,1059.17,6310.560059,32619.339844,1942.3
2023-09,reported,318317.21,174738.57,324851.76,213372.35,388.06,566000.0,10080.0,307.6,329.1,97.4147,103.1631,118.8265,0.651865,12.435432,4288.049805,3133.26,14715.240234,1785.099976,33507.5,1007.58,6088.669922,31857.619141,1870.5
2023-10,interpolated,321566.1,175939.01,330180.09,216487.3,391.816667,555000.0,9973.33,306.133333,322.0,93.2435,98.6164,113.2069,0.622453,11.870196,4193.799805,3200.97,14409.780273,1662.280029,33052.871094,1079.88,5860.649902,30858.849609,1996.9
2023-11,interpolated,324814.99,177139.46,335508.43,219602.24,395.573333,548000.0,9866.67,304.666667,315.6,88.8841,97.6503,112.7317,0.60523,11.436604,4567.799805,3165.79,15947.870117,1809.02002,35950.890625,1115.01,6416.660156,33486.890625,2035.45
2023-12,reported,328063.88,178339.9,340836.76,222717.19,399.33,549000.0,9760.0,303.2,311.3,89.6883,99.1919,114.532,0.633302,11.491983,4769.830078,3099.11,16825.929688,2027.069946,37689.539062,1083.48,6628.850098,33464.171875,2078.4
2024-01,interpolated,324164.86,182649.7,339721.68,234875.26,401.053333,551000.0,9670.0,301.066667,307.3,89.2887,96.7895,113.2002,0.606087,11.422746,4845.649902,3214.19,17137.240234,1947.339966,38150.300781,1125.63,6689.049805,36286.710938,2053.25
2024-02,interpolated,320265.83,186959.5,338606.6,247033.34,402.776667,546000.0,9580.0,298.933333,302.4,91.8692,99.45,116.5177,0.610629,11.736591,5096.27002,3256.8,18043.849609,2054.840088,38996.390625,1127.32,6971.850098,39166.191406,2048.05
2024-03,reported,316366.81,191269.3,337491.52,259191.41,404.5,547000.0,9490.0,296.8,308.1,92.366,99.5299,116.649,0.610684,11.765598,5254.350098,3332.53,18254.689453,2124.550049,39807.371094,1136.91,7293.200195,40369.441406,2214.35
2024-04,interpolated,321759.34,194495.74,339999.98,259215.18,410.686667,548000.0,9480.0,297.9,309.6,91.7791,98.027,114.6229,0.589726,11.69536,5035.689941,3469.83,17440.689453,1973.910034,37815.921875,1174.68,7017.899902,38405.660156,2307.0
2024-05,interpolated,327151.86,197722.19,342508.43,259238.96,416.873333,554000.0,9470.0,299.0,305.5,89.7869,97.1347,114.164,0.572949,11.449433,5277.509766,3217.19,18536.650391,2070.129883,38686.320312,1125.68,7109.890137,38487.898438,2348.25
2024-06,reported,332544.39,200948.63,345016.89,259262.73,423.06,557000.0,9460.0,300.1,302.5,85.748,92.4184,108.4798,0.532762,11.055626,5460.47998,3154.36,19682.869141,2047.689941,39118.859375,1158.85,7005.569824,39583.078125,2330.9
2024-07,interpolated,327628.71,202248.82,345146.54,263492.13,422.873333,558000.0,9480.0,299.0,297.6,86.33,93.2947,110.9082,0.560439,11.029176,5522.299805,2942.68,19362.429688,2254.47998,40842.789062,1076.55,7110.52002,39101.820312,2426.3
2024-08,interpolated,322713.02,203549.01,345276.18,267721.54,422.686667,567000.0,9500.0,297.9,292.0,91.1868,100.7622,119.9562,0.629917,11.654872,5648.399902,2650.32,19574.640625,2217.629883,41563.078125,915.6,7263.529785,38647.75,2513.35
2024-09,reported,317797.34,204849.2,345405.83,271950.94,422.5,567000.0,9520.0,296.8,287.9,92.7126,103.4694,124.1978,0.637463,11.902201,5762.47998,2857.56,20060.689453,2229.969971,42330.148438,965.64,7424.109863,37919.550781,2629.95
2024-10,interpolated,318637.23,210220.07,347824.27,273410.24,425.973333,561000.0,9500.0,296.833333,291.0,97.053,105.2211,126.1301,0.633216,12.437776,5705.450195,2560.2,19890.419922,2196.649902,41763.460938,831.27,7329.069824,39081.25,2734.15
2024-11,interpolated,319477.13,215590.93,350242.71,274869.53,429.446667,560000.0,9480.0,296.866667,291.5,107.7409,114.3149,136.637,0.718273,13.905061,6032.379883,2578.0,20930.369141,2434.72998,44910.648438,753.78,7539.950195,38208.03125,2651.05
2024-12,reported,320317.02,220961.8,352661.15,276328.83,432.92,557000.0,9460.0,296.9,289.2,101.6797,106.1028,127.4962,0.643746,13.150088,5881.629883,2883.04,21012.169922,2230.159912,42544.21875,893.22,7648.549805,39894.539062,2609.1
2025-01,interpolated,332969.53,237088.19,367595.85,276144.0,435.25,564000.0,9476.67,298.066667,287.2,98.0062,102.7782,121.8609,0.63332,12.690233,6040.529785,2948.1,21478.050781,2287.689941,44544.660156,949.5,8348.860352,39572.488281,2812.05
2025-02,interpolated,345622.04,253214.57,382530.54,275959.18,437.58,561000.0,9493.33,299.233333,285.6,87.6967,92.0362,111.331,0.587937,11.3653,5954.5,3200.48,20884.410156,2163.070068,43840.910156,1142.37,8638.519531,37155.5,2834.55
2025-03,reported,358274.55,269340.96,397465.24,275774.35,439.91,554000.0,9510.0,300.4,284.9,83.6813,89.6553,108.4761,0.554732,10.656757,5611.850098,3013.36,19278.449219,2011.910034,42001.761719,1110.31,8489.820312,35617.558594,3115.1
2025-04,interpolated,364440.31,268591.32,400519.2,276413.38,443.696667,565000.0,9510.0,300.0,286.5,81.5616,93.173,109.2355,0.568849,10.562156,5569.060059,2918.47,19571.019531,1964.119995,40669.359375,1128.17,8584.910156,36045.378906,3302.05
2025-05,interpolated,370606.08,267841.69,403573.15,277052.42,447.483333,566000.0,9510.0,299.6,286.5,78.6171,89.2512,105.9994,0.546407,10.03657,5911.689941,2828.83,21340.990234,2066.290039,42270.070312,1133.52,8990.709961,37965.101562,3277.55
2025-06,reported,376771.84,267092.05,406627.11,277691.45,451.27,567000.0,9510.0,299.2,286.7,78.4685,92.2785,107.7608,0.542847,10.030163,6204.950195,2847.38,22679.009766,2175.040039,44094.769531,1142.24,8957.790039,40487.390625,3287.45
2025-07,interpolated,374346.76,269536.92,409208.4,279199.21,451.423333,569000.0,9573.33,300.2,288.1,81.8347,94.9514,109.0693,0.552154,10.567651,6339.390137,2732.12,23218.119141,2211.649902,44130.980469,1071.61,9015.929688,41069.820312,3298.85
2025-08,interpolated,371921.67,271981.78,411789.68,280706.96,451.576667,568000.0,9636.67,301.2,288.8,80.3316,94.0479,108.536,0.547032,10.348922,6460.259766,2899.38,23415.419922,2366.419922,45544.878906,1137.0,8954.769531,42718.46875,3429.15
2025-09,reported,369496.59,274426.65,414370.97,282214.72,451.73,563000.0,9700.0,302.2,293.4,82.8676,97.141,111.0592,0.555711,10.632888,6688.459961,2684.6,24679.990234,2436.47998,46397.890625,1023.75,8946.709961,44932.628906,3825.3
2025-10,interpolated,370321.2,275012.72,420641.44,286012.82,451.773333,555000.0,9666.67,303.333333,294.9,80.5037,93.3894,106.5949,0.527236,10.401216,6840.200195,2525.2,25858.130859,2479.379883,47562.871094,982.39,8975.780273,52411.339844,4011.5
2025-11,interpolated,371145.82,275598.79,426911.91,289810.91,451.816667,557000.0,9633.33,304.466667,298.7,78.2284,90.819,103.6683,0.500662,10.088758,6849.089844,2676.42,25434.890625,2500.429932,47716.421875,1077.78,8930.259766,50253.910156,4191.05
2025-12,reported,371970.43,276184.86,433182.38,293609.01,451.86,549000.0,9600.0,305.6,299.6,78.2267,92.0938,105.606,0.500491,10.068858,6845.5,2766.62,25249.849609,2481.909912,48063.289062,1114.13,9175.129883,50339.480469,4367.8
2026-01,interpolated,,,,,451.543333,553000.0,9600.0,306.166667,302.8,75.7327,90.468,104.2385,0.493051,9.720739,6939.029785,2782.74,25552.390625,2613.73999,48892.46875,1157.53,9193.259766,53322.851562,4981.85
2026-02,interpolated,,,,,451.226667,543000.0,9600.0,306.733333,308.4,77.2736,91.2965,104.4353,0.496107,9.88496,6878.879883,2799.14,24960.039062,2632.360107,48977.921875,1141.13,9443.530273,58850.269531,5222.3
2026-03,reported,,,,,450.91,544000.0,9600.0,307.3,313.9,81.2955,93.4369,108.0498,0.508129,10.366213,6528.52002,2776.37,23740.189453,2496.370117,46341.511719,1076.44,8470.870117,51063.71875,4608.35
2026-04,,,,,,,552000.0,,,317.4,74.8806,87.7771,101.0738,0.4695,9.576171,7209.009766,2658.21,27452.119141,2799.909912,49652.140625,1119.49,9000.75,59284.921875,4611.35
2026-05,,,,,,,545000.0,,,321.9,71.0224,82.6369,95.3973,0.445841,9.05729,7580.060059,2565.61,30333.179688,2919.340088,51032.460938,1137.98,9169.990234,66329.5,4545.95
2026-06,,,,,,,,,,,77.7539,88.6472,102.6118,0.480556,9.921343,7499.359863,2348.15,30276.349609,3024.370117,52319.199219,945.09,9123.839844,70062.320312,4026.05
2026-07,,,,,,,,,,,79.8573,90.8776,106.1064,0.488633,10.088656,7489.720215,2226.36,28274.199219,2931.340088,52485.03125,882.61,9354.709961,64362.019531,4026.6
